,age,income,children,credit_history,overdue_payments,active_loans,years_in_job,employment_type,owns_property,assets_value,other_loans,education,city,marital_status,credit_risk
255,35,11205.0,2.0,brak historii,0.0,2,11,określona,0.0,,0,1,2,żonaty/zamężna,0
256,52,31037.0,0.0,dobra historia,0.0,1,10,stała,,101585.0,0,0,1,kawaler/panna,0
257,32,19319.0,1.0,dobra historia,,1,15,brak,1.0,19881.0,1,2,2,żonaty/zamężna,0
258,44,17714.0,0.0,,0.0,1,7,stała,1.0,121327.0,0,0,0,kawaler/panna,0
259,47,21667.0,0.0,,0.0,3,9,stała,1.0,11515.0,1,2,1,żonaty/zamężna,0
260,30,,1.0,,1.0,1,11,określona,,23352.0,0,2,2,żonaty/zamężna,0
261,39,34456.0,4.0,brak historii,1.0,1,6,stała,,,1,1,0,kawaler/panna,0
262,18,29600.0,2.0,dobra historia,2.0,0,3,stała,,,0,1,0,żonaty/zamężna,0
263,29,20369.0,3.0,dobra historia,,0,13,samozatrudnienie,1.0,11633.0,1,1,1,rozwiedziony/rozwiedziona,0
264,37,32268.0,0.0,,0.0,1,5,stała,,114479.0,0,0,1,żonaty/zamężna,0
265,27,26913.0,0.0,,0.0,0,14,brak,0.0,185170.0,0,0,0,żonaty/zamężna,0
266,56,17795.0,0.0,brak historii,0.0,2,8,stała,0.0,29127.0,0,2,2,kawaler/panna,0
267,25,,0.0,brak historii,,2,9,określona,0.0,111450.0,0,1,1,żonaty/zamężna,0
268,35,20453.0,0.0,dobra historia,,1,1,stała,0.0,64195.0,1,1,0,kawaler/panna,0
269,41,,1.0,dobra historia,0.0,1,12,określona,1.0,73427.0,0,2,1,kawaler/panna,0
270,54,18333.0,1.0,dobra historia,0.0,1,12,stała,,73839.0,1,1,2,kawaler/panna,0
271,25,18120.0,3.0,dobra historia,0.0,3,12,określona,0.0,49486.0,0,1,0,żonaty/zamężna,0
272,51,40000.0,3.0,dobra historia,0.0,1,13,stała,0.0,,1,1,1,kawaler/panna,0
273,40,35237.0,0.0,dobra historia,2.0,1,1,określona,,,1,1,2,kawaler/panna,0
274,30,15058.0,3.0,dobra historia,0.0,1,3,określona,0.0,,0,2,1,kawaler/panna,0
275,44,29303.0,0.0,dobra historia,0.0,1,3,stała,0.0,64803.0,0,1,1,kawaler/panna,0
276,41,23369.0,0.0,dobra historia,0.0,2,7,stała,,54533.0,1,1,1,żonaty/zamężna,0
277,33,26789.0,2.0,dobra historia,0.0,7,5,stała,1.0,84329.0,0,0,1,rozwiedziony/rozwiedziona,1
278,40,,0.0,,,3,11,samozatrudnienie,1.0,144563.0,0,1,1,żonaty/zamężna,0
279,36,39927.0,3.0,,0.0,1,9,samozatrudnienie,,73217.0,0,0,1,kawaler/panna,0
280,41,26181.0,1.0,dobra historia,0.0,3,12,stała,,,1,0,1,żonaty/zamężna,0
281,46,,3.0,,1.0,1,12,stała,0.0,64757.0,1,1,1,kawaler/panna,0
282,55,,5.0,,0.0,1,0,samozatrudnienie,0.0,105275.0,0,1,0,kawaler/panna,0
283,27,24751.0,1.0,,0.0,2,14,określona,,64774.0,0,1,1,żonaty/zamężna,0
284,61,23405.0,0.0,dobra historia,,2,8,stała,0.0,,0,0,1,kawaler/panna,0
285,20,25771.0,0.0,dobra historia,0.0,3,14,stała,0.0,39720.0,1,2,0,kawaler/panna,0
286,38,21019.0,0.0,brak historii,1.0,1,2,stała,1.0,41200.0,1,0,0,kawaler/panna,0
287,45,22128.0,0.0,dobra historia,1.0,2,12,samozatrudnienie,,20258.0,0,0,1,kawaler/panna,0
288,42,16426.0,2.0,dobra historia,,1,10,określona,1.0,30258.0,1,1,0,kawaler/panna,0
289,33,15129.0,0.0,dobra historia,2.0,0,17,stała,,253098.0,0,1,1,żonaty/zamężna,0
290,37,13369.0,4.0,dobra historia,1.0,1,10,określona,1.0,92868.0,0,1,2,żonaty/zamężna,0
291,35,10981.0,2.0,dobra historia,,3,14,samozatrudnienie,1.0,97663.0,1,1,0,kawaler/panna,0
292,34,14187.0,0.0,,0.0,0,1,określona,1.0,45120.0,0,1,0,żonaty/zamężna,0
293,48,20188.0,0.0,dobra historia,,4,10,samozatrudnienie,,11725.0,0,1,0,żonaty/zamężna,0
294,43,23191.0,0.0,brak historii,1.0,1,6,określona,1.0,94728.0,1,1,1,kawaler/panna,0
295,33,19232.0,0.0,dobra historia,,3,8,stała,0.0,84020.0,0,1,0,kawaler/panna,0
296,48,6782.0,1.0,dobra historia,,3,9,stała,0.0,91512.0,0,0,2,rozwiedziony/rozwiedziona,0
297,43,40000.0,0.0,,1.0,4,6,samozatrudnienie,0.0,71922.0,1,0,1,kawaler/panna,0
298,48,37920.0,1.0,brak historii,0.0,1,13,stała,1.0,20430.0,1,2,2,żonaty/zamężna,0
299,46,27525.0,0.0,brak historii,2.0,3,14,określona,,,1,0,0,żonaty/zamężna,1
300,31,,2.0,dobra historia,2.0,2,5,stała,0.0,185325.0,0,2,2,rozwiedziony/rozwiedziona,1
301,34,13511.0,2.0,dobra historia,1.0,4,11,brak,1.0,207145.0,0,0,2,żonaty/zamężna,0
302,47,40000.0,0.0,dobra historia,0.0,1,0,stała,1.0,,0,1,2,żonaty/zamężna,0
303,46,13594.0,0.0,dobra historia,1.0,2,14,stała,0.0,89278.0,1,2,0,żonaty/zamężna,0
304,39,24819.0,2.0,dobra historia,0.0,2,10,samozatrudnienie,0.0,140748.0,1,1,1,żonaty/zamężna,0
305,41,11650.0,4.0,dobra historia,1.0,0,9,określona,,96311.0,0,2,1,kawaler/panna,0
306,52,22188.0,0.0,brak historii,0.0,2,18,stała,0.0,59721.0,0,1,1,żonaty/zamężna,0
307,34,26717.0,0.0,dobra historia,,2,11,określona,,95701.0,0,1,0,żonaty/zamężna,0
308,45,20387.0,0.0,dobra historia,0.0,1,23,brak,0.0,109198.0,0,0,1,żonaty/zamężna,0
309,37,31474.0,0.0,dobra historia,2.0,1,4,stała,0.0,,0,0,1,kawaler/panna,0
310,37,,0.0,,1.0,0,5,stała,1.0,25690.0,0,1,1,żonaty/zamężna,0
311,50,16963.0,0.0,dobra historia,0.0,0,14,stała,1.0,,0,2,1,kawaler/panna,0
312,48,,1.0,dobra historia,1.0,1,8,stała,,194490.0,0,0,1,rozwiedziony/rozwiedziona,0
313,48,33039.0,0.0,,0.0,1,15,stała,,,1,1,0,kawaler/panna,0
314,53,15884.0,0.0,,2.0,2,4,stała,1.0,105881.0,0,0,1,rozwiedziony/rozwiedziona,0
315,40,34811.0,0.0,dobra historia,0.0,0,16,samozatrudnienie,,22732.0,1,2,2,rozwiedziony/rozwiedziona,0
316,46,40000.0,3.0,,0.0,2,9,stała,0.0,54279.0,1,0,2,żonaty/zamężna,0
317,36,,0.0,,0.0,1,10,stała,1.0,,0,0,0,żonaty/zamężna,0
318,43,38811.0,4.0,dobra historia,2.0,2,3,określona,0.0,500000.0,0,0,1,żonaty/zamężna,0
319,38,40000.0,1.0,dobra historia,1.0,0,15,samozatrudnienie,0.0,83464.0,0,2,1,żonaty/zamężna,0
320,40,24984.0,0.0,dobra historia,0.0,1,12,określona,0.0,116095.0,0,1,0,kawaler/panna,0
321,45,29719.0,0.0,,,1,12,stała,0.0,56167.0,0,1,1,żonaty/zamężna,0
322,31,36993.0,1.0,dobra historia,,1,3,brak,,10000.0,0,2,1,kawaler/panna,0
323,60,19192.0,1.0,,0.0,6,8,określona,,27578.0,1,1,1,żonaty/zamężna,1
324,29,24128.0,1.0,brak historii,0.0,1,9,stała,0.0,22531.0,1,0,0,kawaler/panna,0
325,27,11417.0,2.0,brak historii,1.0,4,3,określona,0.0,71010.0,1,1,1,żonaty/zamężna,0
326,51,23607.0,2.0,dobra historia,,2,13,brak,1.0,38660.0,0,0,2,rozwiedziony/rozwiedziona,0
327,47,28255.0,0.0,dobra historia,,3,14,stała,,158205.0,1,1,1,kawaler/panna,0
328,46,,2.0,dobra historia,0.0,2,2,samozatrudnienie,0.0,35561.0,0,0,0,żonaty/zamężna,0
329,46,37523.0,1.0,,1.0,2,9,stała,0.0,71503.0,1,0,2,żonaty/zamężna,0
330,39,14951.0,0.0,dobra historia,0.0,4,14,stała,,33244.0,0,0,1,żonaty/zamężna,0
331,31,,1.0,dobra historia,0.0,1,18,określona,,,1,0,1,rozwiedziony/rozwiedziona,0
332,40,40000.0,1.0,,0.0,2,14,stała,1.0,104909.0,1,0,0,żonaty/zamężna,0
333,33,20431.0,0.0,dobra historia,0.0,0,4,stała,1.0,,0,0,0,kawaler/panna,0
334,49,24343.0,0.0,brak historii,1.0,1,5,stała,1.0,58758.0,1,1,1,kawaler/panna,0
335,38,21300.0,0.0,dobra historia,0.0,4,11,stała,0.0,33086.0,0,0,0,żonaty/zamężna,0
336,31,14605.0,0.0,dobra historia,0.0,2,13,stała,,186624.0,1,1,0,żonaty/zamężna,0
337,36,40000.0,0.0,dobra historia,,0,9,stała,,34519.0,1,1,0,żonaty/zamężna,0
338,44,,0.0,,0.0,1,7,stała,,114533.0,0,2,1,kawaler/panna,0
339,34,,0.0,brak historii,0.0,2,14,stała,0.0,,0,0,0,kawaler/panna,0
340,31,17581.0,0.0,dobra historia,0.0,1,15,samozatrudnienie,1.0,37225.0,0,2,1,kawaler/panna,0
341,42,8096.0,3.0,dobra historia,0.0,1,8,stała,1.0,214861.0,0,1,1,kawaler/panna,0
342,42,15904.0,0.0,brak historii,0.0,1,10,określona,0.0,50610.0,0,2,0,żonaty/zamężna,0
343,34,,0.0,dobra historia,0.0,1,13,stała,,20735.0,0,1,1,żonaty/zamężna,0
344,35,29992.0,0.0,brak historii,,1,8,stała,1.0,62735.0,0,0,0,kawaler/panna,0
345,42,15729.0,2.0,dobra historia,0.0,2,14,samozatrudnienie,1.0,36330.0,1,1,1,kawaler/panna,0
346,25,,0.0,dobra historia,,3,7,określona,0.0,277507.0,0,0,0,kawaler/panna,0
347,25,,0.0,brak historii,0.0,3,14,stała,1.0,115123.0,1,1,1,kawaler/panna,0
348,32,32551.0,0.0,dobra historia,0.0,1,6,stała,1.0,157922.0,0,1,0,kawaler/panna,0
349,37,19777.0,5.0,dobra historia,0.0,1,21,samozatrudnienie,1.0,19265.0,1,0,2,żonaty/zamężna,0
350,43,23636.0,1.0,dobra historia,,3,9,samozatrudnienie,1.0,218918.0,0,0,1,kawaler/panna,0
351,54,10275.0,0.0,brak historii,0.0,1,13,brak,0.0,49301.0,0,2,0,żonaty/zamężna,0
352,48,,0.0,dobra historia,0.0,3,16,samozatrudnienie,1.0,29619.0,1,2,2,kawaler/panna,0
353,38,14325.0,0.0,dobra historia,0.0,3,9,określona,0.0,98731.0,1,1,1,żonaty/zamężna,0
354,39,31168.0,0.0,dobra historia,1.0,3,11,stała,,,0,1,1,żonaty/zamężna,0
355,29,40000.0,2.0,brak historii,0.0,0,10,stała,1.0,39780.0,0,1,0,żonaty/zamężna,0
356,39,28280.0,0.0,dobra historia,0.0,2,20,określona,,159339.0,0,1,1,żonaty/zamężna,0
357,37,8139.0,1.0,,1.0,0,18,stała,1.0,17740.0,0,1,1,żonaty/zamężna,0
358,43,18386.0,0.0,,0.0,1,6,określona,,36806.0,0,1,0,kawaler/panna,0
359,31,23417.0,1.0,brak historii,1.0,4,5,brak,1.0,83434.0,1,1,1,żonaty/zamężna,0
360,45,23009.0,0.0,brak historii,0.0,1,12,samozatrudnienie,1.0,93380.0,1,2,1,kawaler/panna,0
361,55,15284.0,0.0,dobra historia,1.0,2,10,określona,1.0,18044.0,0,2,1,żonaty/zamężna,0
362,38,24900.0,1.0,brak historii,1.0,1,18,określona,0.0,103729.0,1,2,2,żonaty/zamężna,0
363,44,,0.0,dobra historia,2.0,1,12,samozatrudnienie,1.0,93198.0,1,0,0,żonaty/zamężna,0
364,46,13732.0,1.0,dobra historia,,0,10,stała,1.0,27333.0,0,1,2,żonaty/zamężna,0
365,35,30421.0,3.0,brak historii,,1,5,stała,1.0,11021.0,1,1,1,żonaty/zamężna,0
366,42,,0.0,dobra historia,0.0,2,7,określona,1.0,,0,1,0,żonaty/zamężna,0
367,40,28828.0,3.0,dobra historia,,1,6,określona,1.0,126994.0,0,0,0,żonaty/zamężna,0
368,40,11106.0,0.0,,0.0,1,8,samozatrudnienie,0.0,54762.0,0,0,0,kawaler/panna,0
369,32,40000.0,0.0,dobra historia,1.0,1,8,stała,0.0,31069.0,0,2,0,kawaler/panna,0
370,40,,1.0,,,2,8,stała,,121702.0,0,1,2,żonaty/zamężna,0
371,44,,1.0,brak historii,1.0,1,10,stała,1.0,,1,0,1,kawaler/panna,0
372,54,25985.0,0.0,dobra historia,,1,12,określona,1.0,133225.0,0,1,1,żonaty/zamężna,0
373,49,,2.0,dobra historia,0.0,0,15,stała,1.0,62867.0,0,1,0,żonaty/zamężna,0
374,61,,4.0,,0.0,1,14,określona,,16086.0,0,0,2,żonaty/zamężna,0
375,32,29368.0,0.0,dobra historia,0.0,1,2,stała,1.0,106609.0,0,0,2,rozwiedziony/rozwiedziona,0
376,48,35607.0,3.0,dobra historia,0.0,0,3,samozatrudnienie,1.0,69380.0,1,2,1,żonaty/zamężna,0
377,41,,1.0,dobra historia,,2,8,określona,0.0,90259.0,1,1,2,żonaty/zamężna,0
378,61,20213.0,3.0,,0.0,0,4,samozatrudnienie,,,1,1,1,kawaler/panna,0
379,31,20469.0,0.0,brak historii,1.0,1,12,stała,1.0,30220.0,0,1,2,kawaler/panna,0
380,31,40000.0,2.0,,,3,9,samozatrudnienie,1.0,130889.0,1,1,1,kawaler/panna,0
381,34,35416.0,0.0,dobra historia,0.0,1,10,samozatrudnienie,,86709.0,0,1,0,żonaty/zamężna,0
382,18,13892.0,3.0,brak historii,0.0,1,16,stała,0.0,49585.0,0,2,1,kawaler/panna,0
383,34,23155.0,1.0,,2.0,2,8,stała,,69624.0,0,1,0,żonaty/zamężna,0
384,32,18628.0,0.0,dobra historia,,2,4,określona,,34486.0,1,2,0,żonaty/zamężna,0
385,41,20585.0,0.0,dobra historia,0.0,2,9,określona,1.0,77248.0,1,1,1,kawaler/panna,0
386,43,11911.0,2.0,dobra historia,2.0,3,0,określona,,133401.0,0,0,1,żonaty/zamężna,0
387,58,17926.0,1.0,,,2,9,samozatrudnienie,0.0,500000.0,1,1,1,żonaty/zamężna,0
388,49,40000.0,0.0,,0.0,3,0,brak,0.0,,0,1,1,kawaler/panna,0
389,34,29423.0,0.0,,0.0,1,10,określona,,129231.0,0,1,0,kawaler/panna,0
390,31,6338.0,2.0,dobra historia,1.0,0,15,określona,1.0,104963.0,0,1,1,żonaty/zamężna,0
391,44,,0.0,brak historii,1.0,1,12,stała,1.0,83610.0,1,0,2,żonaty/zamężna,0
392,26,37979.0,0.0,brak historii,1.0,2,11,stała,,45056.0,0,1,0,kawaler/panna,0
393,58,,3.0,dobra historia,0.0,4,12,stała,,32376.0,1,1,0,żonaty/zamężna,0
394,51,31528.0,0.0,dobra historia,,1,6,stała,,41910.0,0,1,0,kawaler/panna,0
395,35,,0.0,,,0,0,samozatrudnienie,1.0,54981.0,0,1,1,kawaler/panna,0
396,22,17411.0,0.0,,,1,3,stała,0.0,42552.0,0,2,1,rozwiedziony/rozwiedziona,0
397,53,40000.0,3.0,brak historii,0.0,1,13,określona,0.0,22354.0,0,0,1,kawaler/panna,0
398,38,,0.0,dobra historia,1.0,0,14,stała,0.0,99325.0,0,1,0,kawaler/panna,0
399,52,8648.0,1.0,,2.0,1,16,stała,0.0,28103.0,0,2,0,żonaty/zamężna,0
400,24,21340.0,3.0,brak historii,1.0,1,3,stała,,129859.0,1,1,2,żonaty/zamężna,0
401,34,21177.0,0.0,dobra historia,0.0,0,16,stała,0.0,43179.0,0,0,1,żonaty/zamężna,0
402,40,,2.0,brak historii,0.0,0,3,stała,1.0,,0,1,0,żonaty/zamężna,0
403,40,22184.0,0.0,dobra historia,0.0,1,12,samozatrudnienie,,25111.0,1,1,0,żonaty/zamężna,0
404,35,17840.0,1.0,brak historii,2.0,1,12,stała,0.0,64340.0,0,1,1,kawaler/panna,0
405,46,37142.0,0.0,dobra historia,0.0,1,6,brak,0.0,60178.0,1,2,1,żonaty/zamężna,0
406,29,23397.0,1.0,dobra historia,0.0,0,14,stała,0.0,23915.0,0,0,0,żonaty/zamężna,0
407,38,15138.0,0.0,,1.0,1,0,brak,1.0,38022.0,0,1,2,rozwiedziony/rozwiedziona,0
408,41,39241.0,0.0,,1.0,3,5,określona,1.0,100018.0,0,1,1,żonaty/zamężna,0
409,45,24265.0,3.0,dobra historia,0.0,0,6,określona,1.0,77279.0,1,1,1,kawaler/panna,0
410,47,22058.0,0.0,dobra historia,0.0,1,13,samozatrudnienie,1.0,43378.0,0,1,2,kawaler/panna,0
411,28,24075.0,2.0,dobra historia,0.0,2,13,określona,1.0,175828.0,0,1,0,kawaler/panna,0
412,24,12895.0,0.0,,,3,11,stała,,10298.0,1,1,2,żonaty/zamężna,0
413,52,16918.0,0.0,dobra historia,2.0,0,11,brak,1.0,25960.0,1,1,0,kawaler/panna,0
414,43,22065.0,2.0,dobra historia,2.0,3,16,samozatrudnienie,,29284.0,0,1,0,żonaty/zamężna,0
415,32,19983.0,0.0,,0.0,2,8,określona,1.0,152302.0,1,1,0,rozwiedziony/rozwiedziona,0
416,55,,3.0,dobra historia,1.0,0,7,stała,,,0,0,2,rozwiedziony/rozwiedziona,0
417,41,24555.0,0.0,,1.0,1,9,samozatrudnienie,,428016.0,0,0,2,rozwiedziony/rozwiedziona,0
418,51,33774.0,0.0,dobra historia,1.0,2,5,określona,1.0,,1,0,2,kawaler/panna,0
419,40,,1.0,brak historii,,0,13,stała,1.0,58553.0,0,2,0,rozwiedziony/rozwiedziona,0
420,60,,0.0,dobra historia,1.0,2,3,brak,0.0,338865.0,0,0,0,kawaler/panna,0
421,57,26869.0,0.0,dobra historia,,1,9,stała,0.0,28174.0,1,1,1,żonaty/zamężna,0
422,37,22174.0,2.0,brak historii,0.0,0,14,stała,0.0,32728.0,1,0,1,kawaler/panna,0
423,49,,0.0,brak historii,0.0,1,8,określona,1.0,20298.0,0,1,1,kawaler/panna,0
424,46,13667.0,0.0,brak historii,0.0,1,4,stała,1.0,109057.0,0,1,0,żonaty/zamężna,0
425,53,28380.0,2.0,,0.0,1,11,stała,0.0,66392.0,0,1,0,żonaty/zamężna,0
426,30,,2.0,,0.0,0,13,stała,1.0,54219.0,0,0,1,żonaty/zamężna,0
427,46,17137.0,0.0,dobra historia,0.0,2,12,samozatrudnienie,0.0,65123.0,0,0,0,żonaty/zamężna,0
428,50,38300.0,1.0,dobra historia,,1,12,stała,0.0,62062.0,0,2,1,kawaler/panna,0
429,22,11788.0,1.0,dobra historia,0.0,2,6,samozatrudnienie,1.0,16968.0,1,2,1,żonaty/zamężna,0
430,28,17832.0,1.0,,2.0,2,20,samozatrudnienie,1.0,192119.0,0,0,1,kawaler/panna,0
431,19,36822.0,0.0,,,0,15,stała,,36485.0,0,1,0,kawaler/panna,0
432,37,25790.0,5.0,dobra historia,,3,6,samozatrudnienie,0.0,,1,2,0,żonaty/zamężna,0
433,47,21505.0,0.0,dobra historia,1.0,2,11,stała,,,0,1,0,kawaler/panna,0
434,55,24971.0,1.0,dobra historia,2.0,1,11,stała,1.0,,0,0,2,żonaty/zamężna,0
435,40,24093.0,3.0,dobra historia,0.0,2,10,stała,,46202.0,1,1,2,kawaler/panna,0
436,56,10318.0,1.0,,0.0,1,12,określona,1.0,64392.0,0,1,1,rozwiedziony/rozwiedziona,0
437,26,,3.0,dobra historia,0.0,3,10,samozatrudnienie,,129171.0,0,1,0,żonaty/zamężna,0
438,22,,0.0,dobra historia,0.0,1,12,określona,1.0,40071.0,0,1,1,żonaty/zamężna,0
439,39,15840.0,0.0,brak historii,0.0,1,14,określona,0.0,43176.0,1,0,0,kawaler/panna,0
440,43,18785.0,3.0,dobra historia,0.0,0,12,samozatrudnienie,,40940.0,1,0,2,kawaler/panna,0
441,39,16800.0,0.0,brak historii,1.0,2,6,stała,1.0,34010.0,0,2,2,rozwiedziony/rozwiedziona,0
442,19,21088.0,2.0,dobra historia,1.0,2,15,brak,1.0,,1,1,0,żonaty/zamężna,0
443,39,,0.0,brak historii,2.0,0,9,stała,1.0,,0,1,1,kawaler/panna,1
444,26,28095.0,2.0,dobra historia,,1,11,określona,0.0,84974.0,0,2,1,rozwiedziony/rozwiedziona,0
445,46,,1.0,brak historii,0.0,1,7,stała,,51961.0,1,0,0,żonaty/zamężna,0
446,43,32427.0,0.0,dobra historia,0.0,2,16,określona,1.0,245350.0,0,1,0,żonaty/zamężna,0
447,30,13023.0,0.0,dobra historia,0.0,0,7,stała,1.0,34728.0,0,0,1,kawaler/panna,0
448,34,18579.0,1.0,dobra historia,,0,9,stała,0.0,,0,1,1,kawaler/panna,0
449,29,19675.0,0.0,dobra historia,0.0,2,22,stała,1.0,203254.0,0,0,1,rozwiedziony/rozwiedziona,0
450,39,27662.0,1.0,dobra historia,0.0,3,1,określona,0.0,21871.0,1,2,0,kawaler/panna,0
451,49,14814.0,1.0,brak historii,1.0,3,5,określona,1.0,51375.0,1,2,1,żonaty/zamężna,0
452,30,34815.0,0.0,dobra historia,1.0,1,15,samozatrudnienie,1.0,84417.0,0,1,0,żonaty/zamężna,0
453,45,39863.0,2.0,dobra historia,1.0,4,10,stała,1.0,76214.0,0,0,0,żonaty/zamężna,0
454,34,,0.0,dobra historia,0.0,0,12,samozatrudnienie,1.0,,1,1,0,kawaler/panna,0
455,32,,0.0,dobra historia,1.0,3,3,stała,1.0,,1,2,0,żonaty/zamężna,0
456,38,16882.0,0.0,,0.0,0,9,stała,1.0,41680.0,0,1,0,kawaler/panna,0
457,29,40000.0,1.0,dobra historia,0.0,1,9,stała,1.0,33913.0,1,2,2,żonaty/zamężna,0
458,34,17766.0,3.0,brak historii,,1,10,stała,0.0,52941.0,0,2,2,żonaty/zamężna,0
459,28,40000.0,0.0,dobra historia,0.0,2,10,samozatrudnienie,0.0,,0,1,1,żonaty/zamężna,0
460,59,11692.0,0.0,,,2,0,stała,0.0,16195.0,0,2,1,żonaty/zamężna,0
461,40,13429.0,0.0,,0.0,1,9,określona,0.0,113103.0,1,2,0,żonaty/zamężna,0
462,33,15626.0,2.0,,0.0,3,17,samozatrudnienie,1.0,,0,0,1,żonaty/zamężna,0
463,42,14431.0,0.0,dobra historia,,3,8,określona,,,0,0,2,kawaler/panna,0
464,38,,2.0,brak historii,1.0,1,5,określona,0.0,139229.0,0,0,1,żonaty/zamężna,0
465,37,15453.0,0.0,dobra historia,0.0,1,7,stała,,,1,1,0,żonaty/zamężna,0
466,46,,2.0,dobra historia,0.0,0,15,określona,,48547.0,0,1,2,żonaty/zamężna,0
467,47,39310.0,1.0,dobra historia,0.0,2,0,określona,1.0,31311.0,0,1,2,rozwiedziony/rozwiedziona,0
468,34,40000.0,3.0,dobra historia,1.0,1,13,stała,0.0,45604.0,0,0,1,rozwiedziony/rozwiedziona,0
469,34,35406.0,0.0,dobra historia,,2,11,określona,0.0,,0,0,2,żonaty/zamężna,0
470,37,28623.0,1.0,dobra historia,,2,5,brak,0.0,127478.0,1,1,2,kawaler/panna,0
471,18,23071.0,2.0,dobra historia,0.0,1,25,samozatrudnienie,0.0,,0,0,1,rozwiedziony/rozwiedziona,0
472,24,17179.0,1.0,,0.0,3,14,stała,1.0,,0,0,1,żonaty/zamężna,0
473,53,13676.0,0.0,brak historii,1.0,3,10,określona,,53366.0,1,0,0,rozwiedziony/rozwiedziona,0
474,56,,4.0,dobra historia,,1,15,stała,1.0,,1,0,0,żonaty/zamężna,0
475,37,12248.0,0.0,dobra historia,1.0,2,13,określona,0.0,,1,1,1,kawaler/panna,0
476,45,13400.0,0.0,dobra historia,0.0,1,11,samozatrudnienie,1.0,,1,1,1,żonaty/zamężna,0
477,43,39200.0,0.0,brak historii,2.0,0,10,samozatrudnienie,0.0,37031.0,0,1,1,kawaler/panna,0
478,70,40000.0,1.0,,1.0,3,7,stała,0.0,40855.0,1,2,0,kawaler/panna,0
479,51,26813.0,2.0,brak historii,0.0,2,15,stała,0.0,31678.0,0,1,2,żonaty/zamężna,0
480,38,38300.0,0.0,brak historii,0.0,1,9,określona,0.0,139592.0,1,1,1,rozwiedziony/rozwiedziona,0
481,30,19478.0,0.0,brak historii,1.0,2,15,samozatrudnienie,,184301.0,0,2,1,żonaty/zamężna,0
482,23,11284.0,1.0,brak historii,0.0,2,15,określona,0.0,47139.0,1,1,0,kawaler/panna,0
483,42,29914.0,0.0,,0.0,2,14,stała,,106101.0,0,1,0,kawaler/panna,0
484,32,29279.0,3.0,brak historii,0.0,1,7,określona,1.0,,0,1,1,kawaler/panna,0
485,25,,3.0,brak historii,0.0,1,5,stała,,49010.0,0,1,0,żonaty/zamężna,0
486,33,19512.0,0.0,dobra historia,1.0,1,9,stała,0.0,110428.0,1,1,0,kawaler/panna,0
487,29,35635.0,0.0,dobra historia,0.0,1,10,samozatrudnienie,1.0,40803.0,1,0,1,rozwiedziony/rozwiedziona,0
488,56,,3.0,dobra historia,0.0,3,8,określona,1.0,45405.0,0,1,1,żonaty/zamężna,0
489,48,14959.0,0.0,brak historii,2.0,0,15,samozatrudnienie,0.0,,0,1,2,żonaty/zamężna,0
490,39,13305.0,0.0,dobra historia,0.0,1,14,stała,0.0,42096.0,0,0,0,żonaty/zamężna,0
491,54,22982.0,0.0,,0.0,3,13,określona,1.0,92260.0,0,1,1,rozwiedziony/rozwiedziona,0
492,40,12785.0,0.0,brak historii,,0,17,samozatrudnienie,0.0,93081.0,1,1,0,kawaler/panna,0
493,31,15644.0,2.0,dobra historia,0.0,1,11,stała,1.0,37120.0,0,0,1,kawaler/panna,0
494,55,15477.0,1.0,brak historii,0.0,0,4,samozatrudnienie,,25205.0,1,0,0,żonaty/zamężna,0
495,45,19335.0,4.0,,0.0,2,16,stała,0.0,98145.0,1,0,0,kawaler/panna,0
496,29,10470.0,0.0,,0.0,1,12,stała,0.0,14886.0,0,1,1,kawaler/panna,0
497,38,23008.0,0.0,dobra historia,0.0,2,15,samozatrudnienie,0.0,,0,0,0,rozwiedziony/rozwiedziona,0
498,31,40000.0,4.0,brak historii,0.0,4,12,stała,1.0,208181.0,0,1,1,kawaler/panna,0
499,26,,2.0,,0.0,3,7,brak,,,1,0,0,kawaler/panna,0
500,49,40000.0,2.0,dobra historia,0.0,1,4,samozatrudnienie,1.0,90692.0,0,2,0,żonaty/zamężna,0
501,59,40000.0,0.0,dobra historia,,1,14,stała,0.0,74942.0,1,1,0,żonaty/zamężna,0
502,26,,2.0,dobra historia,1.0,3,8,brak,0.0,46260.0,1,0,0,żonaty/zamężna,0
503,45,22864.0,0.0,brak historii,0.0,2,15,stała,1.0,,1,1,1,żonaty/zamężna,0
504,33,22275.0,1.0,dobra historia,2.0,0,0,określona,0.0,49440.0,1,2,1,żonaty/zamężna,0
505,35,32270.0,1.0,brak historii,0.0,2,13,stała,0.0,22244.0,0,2,0,kawaler/panna,0
506,34,18109.0,1.0,dobra historia,1.0,3,12,stała,1.0,13386.0,1,1,0,żonaty/zamężna,0
507,31,8593.0,2.0,dobra historia,2.0,1,18,stała,,32101.0,0,2,2,żonaty/zamężna,0
508,40,28169.0,1.0,dobra historia,0.0,4,8,stała,0.0,51224.0,0,1,1,kawaler/panna,0
509,31,12512.0,0.0,dobra historia,0.0,2,9,stała,1.0,31229.0,0,1,1,żonaty/zamężna,0
510,42,13615.0,0.0,brak historii,,0,17,określona,1.0,51890.0,0,1,0,kawaler/panna,0
511,39,22028.0,1.0,brak historii,0.0,1,16,określona,0.0,69909.0,1,0,2,kawaler/panna,0
512,37,,0.0,dobra historia,2.0,1,7,stała,,203697.0,0,1,0,żonaty/zamężna,0
